threshold,topN,train_SP,train_SP_std,val_SP,val_SP_std,test_SP,test_SP_std,ext_SP,ext_SP_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
0.4,Top120,0.9706236602890748,0.005479879528922229,0.9706236602890748,0.005479879528922229,0.5624718614718616,0.09878492934880947,0.05517241379310339,0.03189525730002668,0.0,0.0,0.0,0.0,0.02535211267605632,0.03053448364602647,0.0517647058823529,0.029529177407085026
0.4,Top130,0.9736095009399532,0.0055941801532585645,0.9736095009399532,0.0055941801532585645,0.5625909090909091,0.0938869323806579,0.04827586206896546,0.018886984741557446,0.0,0.0,0.0,0.0,0.014084507042253499,0.017249927766078692,0.04470588235294112,0.017449878793166274
0.4,Top140,0.9723012373162196,0.006055347054054833,0.9723012373162196,0.006055347054054833,0.5751580086580087,0.08225670392613578,0.0505747126436781,0.019233563828369563,0.0,0.0,0.0,0.0,0.0169014084507042,0.01542880443676522,0.04705882352941172,0.014408763192842214
0.4,Top15,0.19144736842105264,0.42808932990292026,0.19144736842105264,0.42808932990292026,0.14285714285714285,0.31943828249996997,0.08735632183908046,0.19533467389653336,0.06666666666666667,0.14907119849998596,0.10526315789473684,0.23537557657892522,0.08732394366197181,0.19526227409153088,0.08705882352941176,0.19466944745292286
0.4,Top20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,Top25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,Top30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,Top40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,Top50,0.3918530879467713,0.5365813660638321,0.3918530879467713,0.5365813660638321,0.23639826839826839,0.32914807522792483,0.02298850574712642,0.03251065660627803,0.0,0.0,0.0,0.0,0.014084507042253499,0.019918500878494266,0.02352941176470586,0.03327561323230809
0.4,Top60,0.3917272191673213,0.5364337657968374,0.3917272191673213,0.5364337657968374,0.23134199134199135,0.3183737089594927,0.020689655172413758,0.028620458845951064,0.0,0.0,0.0,0.0,0.0112676056338028,0.01542880443676522,0.01882352941176468,0.025775179176713663
0.4,Top70,0.6012490031078083,0.5067567648342033,0.6012490031078083,0.5067567648342033,0.31954978354978353,0.2947895336916084,0.027586206896551703,0.03311462135836306,0.0,0.0,0.0,0.0,0.008450704225352101,0.012597566070421331,0.025882352941176447,0.029293881407032294
0.4,Top80,0.9696435194439246,0.004009363626303187,0.9696435194439246,0.004009363626303187,0.48458225108225117,0.07782130162614928,0.02528735632183904,0.009616781914184762,0.0,0.0,0.0,0.0,0.0,0.0,0.02117647058823522,0.005261336417646545
0.4,Top90,0.9712631188154879,0.012376066041565211,0.9712631188154879,0.012376066041565211,0.5002034632034632,0.11331785253041346,0.02528735632183904,0.018886984741557422,0.0,0.0,0.0,0.0,0.0028169014084507,0.006298783035210666,0.02352941176470582,0.014408763192842216
0.5,Top10,0.7385509536468472,0.3161282779139844,0.7385509536468472,0.3161282779139844,0.4698138528138528,0.28840502126055373,0.3057471264367816,0.27926540483270046,0.26666666666666666,0.2897423291201177,0.3263157894736842,0.3122609889303437,0.30422535211267604,0.27896569814569727,0.3058823529411765,0.27939628440089215
0.5,Top100,0.980202407840521,0.005104491070267572,0.980202407840521,0.005104491070267572,0.5857987012987013,0.05512847448845899,0.07586206896551718,0.05548284315469964,0.0,0.0,0.010526315789473679,0.014413751513293839,0.03661971830985912,0.04838187052765537,0.0729411764705882,0.05087470190691683
0.5,Top120,0.9805187864736711,0.0054818774542216096,0.9805187864736711,0.0054818774542216096,0.6005454545454546,0.0807825011049641,0.10114942528735629,0.04835789417922446,0.0,0.0,0.021052631578947358,0.02201736911931777,0.06760563380281685,0.044982308232876946,0.09882352941176466,0.04525972720393257
0.5,Top130,0.9831735998912995,0.006104692031782993,0.9831735998912995,0.006104692031782993,0.5957835497835497,0.08023840528622816,0.09655172413793096,0.04640604422571576,0.0,0.0,0.0263157894736842,0.018608073189119664,0.059154929577464745,0.04033189031908831,0.09411764705882349,0.042418250299576334
0.5,Top140,0.9811995033858544,0.0052990759682108425,0.9811995033858544,0.0052990759682108425,0.6104740259740259,0.0814936230545955,0.09425287356321835,0.04970516852974636,0.0,0.0,0.01578947368421052,0.023537557657892512,0.05915492957746475,0.046071626010693326,0.09176470588235289,0.04661555942625634
0.5,Top15,0.4797688995736154,0.2803763271583351,0.4797688995736154,0.2803763271583351,0.27909740259740257,0.2559213552578654,0.10574712643678161,0.22382825645311422,0.11111111111111112,0.24845199749997665,0.12631578947368421,0.2824506918947103,0.10422535211267606,0.2252640673073212,0.10588235294117646,0.22383879518165234
0.5,Top20,0.32461803680282086,0.06833796911279426,0.32461803680282086,0.06833796911279426,0.1318333333333333,0.04831746748743244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,Top25,0.29694474105771296,0.08599030212899647,0.29694474105771296,0.08599030212899647,0.12152813852813851,0.07243158040054663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,Top30,0.42237385610970984,0.03589457354797904,0.42237385610970984,0.03589457354797904,0.170538961038961,0.0805671161692516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,Top40,0.4281179278406794,0.09482158200920808,0.4281179278406794,0.09482158200920808,0.16908658008658004,0.07700697082467947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,Top50,0.6503258844040765,0.3309102135271206,0.6503258844040765,0.3309102135271206,0.33599999999999997,0.27949553681953637,0.05977011494252872,0.08184360054674894,0.0,0.0,0.01578947368421052,0.03530633648683877,0.042253521126760556,0.059755502635482884,0.0588235294117647,0.08065476000471816
0.5,Top60,0.7191209931391692,0.24223138392293014,0.7191209931391692,0.24223138392293014,0.38147186147186146,0.2409382194966432,0.050574712643678146,0.06430621025608901,0.0,0.0,0.01578947368421052,0.03530633648683877,0.03380281690140844,0.05509185131157168,0.04941176470588232,0.06135719910778963
0.5,Top70,0.8821628594990301,0.1282422650378321,0.8821628594990301,0.1282422650378321,0.47520779220779225,0.17912991872510536,0.06436781609195398,0.070199684986678,0.0,0.0,0.005263157894736839,0.011768778828946258,0.03380281690140844,0.04734573609569467,0.061176470588235256,0.06571407079420677
0.5,Top80,0.976588295796742,0.003865951290594399,0.976588295796742,0.003865951290594399,0.5646298701298702,0.074233574971454,0.0758620689655172,0.03863847428499222,0.0,0.0,0.005263157894736839,0.011768778828946258,0.03943661971830982,0.023143206655147863,0.07294117647058819,0.03664096824093514
0.5,Top90,0.9772156656437453,0.006916353450090742,0.9772156656437453,0.006916353450090742,0.5773809523809523,0.09530295410544466,0.06666666666666662,0.03579864713194816,0.0,0.0,0.0,0.0,0.030985915492957716,0.02709209022770611,0.06352941176470583,0.03489975758633256
0.6,Top10,0.8648336767002374,0.1540611089084106,0.8648336767002374,0.1540611089084106,0.6176536796536796,0.15042996789318303,0.40919540229885054,0.26531564222994963,0.4222222222222222,0.24088314876309774,0.44210526315789467,0.2743665582942814,0.3943661971830986,0.27146951080839976,0.4117647058823529,0.2651630039902269
0.6,Top100,0.9854821759014645,0.0035950357999419424,0.9854821759014645,0.0035950357999419424,0.6188809523809524,0.06315493581951727,0.13103448275862065,0.06877367954782343,0.0,0.0,0.03157894736842104,0.02201736911931777,0.09014084507042251,0.054184180455412234,0.1294117647058823,0.06443794794178426
0.6,Top120,0.9861302294931551,0.003855711938091632,0.9861302294931551,0.003855711938091632,0.646439393939394,0.08993249471481138,0.1655172413793103,0.05242185862524776,0.0,0.0,0.042105263157894715,0.05456958250875714,0.12957746478873233,0.05755723025831704,0.16235294117647053,0.05221727299099332
0.6,Top130,0.9887783508457881,0.0039638325569570435,0.9887783508457881,0.0039638325569570435,0.6462229437229438,0.0894971672940283,0.16551724137931031,0.04780835481169063,0.0,0.0,0.06842105263157891,0.04403473823863554,0.12957746478873236,0.04607162601069329,0.16235294117647056,0.04586726750498339
0.6,Top140,0.9867952377850292,0.004989306426382927,0.9867952377850292,0.004989306426382927,0.6488614718614718,0.07887788256263294,0.15402298850574708,0.053048187398686567,0.0,0.0,0.042105263157894715,0.06058349701695438,0.1183098591549295,0.051365021207916806,0.1529411764705882,0.049215295678475074
0.6,Top15,0.7224195673371888,0.1425923301888539,0.7224195673371888,0.1425923301888539,0.5229350649350649,0.13424790483709348,0.18390804597701144,0.21580440638527112,0.2,0.2652741419180738,0.19999999999999998,0.27637843901297104,0.16338028169014082,0.23390461045542288,0.18588235294117644,0.21571479312350914
0.6,Top20,0.6560640595538048,0.03281011420433397,0.6560640595538048,0.03281011420433397,0.45798701298701294,0.04889072348513821,0.07356321839080451,0.027681826617913328,0.08888888888888888,0.04969039949999532,0.0526315789473684,0.04160891658116287,0.04225352112676052,0.022269560987101263,0.07529411764705878,0.028333163714805387
0.6,Top25,0.6736391997545894,0.02378423668713976,0.6736391997545894,0.02378423668713976,0.4632878787878788,0.08332368542003026,0.06436781609195395,0.017431897572532322,0.08888888888888888,0.04969039949999532,0.0263157894736842,0.018608073189119664,0.030985915492957698,0.015428804436765219,0.06588235294117643,0.01784205986835659
0.6,Top30,0.7154517575335243,0.018229066924938475,0.7154517575335243,0.018229066924938475,0.47811688311688305,0.07221045561232466,0.05747126436781602,0.01990862997205608,0.06666666666666667,0.06085806194501846,0.021052631578947358,0.02201736911931777,0.03380281690140842,0.02356788807138241,0.05882352941176466,0.020377068324339748
0.6,Top40,0.7403664041389911,0.046119370230043207,0.7403664041389911,0.046119370230043207,0.4624718614718614,0.06706532850801639,0.0459770114942528,0.008127664151569498,0.0,0.0,0.0,0.0,0.014084507042253499,0.0,0.04705882352941172,0.008318903308077035
0.6,Top50,0.833651565560692,0.15000286661073306,0.833651565560692,0.15000286661073306,0.5075952380952381,0.1388121885719879,0.1126436781609195,0.10196898904007759,0.02222222222222222,0.049690399499995326,0.03157894736842104,0.04707511531578503,0.07323943661971828,0.08115414248387566,0.11058823529411763,0.09793720182714076
0.6,Top60,0.8715793319011584,0.10467398924764182,0.8715793319011584,0.10467398924764182,0.531525974025974,0.1456746190765275,0.1126436781609195,0.10825365221122857,0.0,0.0,0.03684210526315788,0.051298917604257685,0.07605633802816898,0.09374400728052808,0.11058823529411758,0.10476534993361496
0.6,Top70,0.955919633117644,0.040639560664517356,0.955919633117644,0.040639560664517356,0.5796428571428571,0.11198407776764245,0.1402298850574712,0.1045282073047325,0.04444444444444444,0.06085806194501846,0.0263157894736842,0.04558028440970728,0.0985915492957746,0.09808724138862056,0.13882352941176468,0.10065529240568206
0.6,Top80,0.9828534244527031,0.004424147852745656,0.9828534244527031,0.004424147852745656,0.6160454545454546,0.06743584201152845,0.1701149425287356,0.05166024150400975,0.02222222222222222,0.049690399499995326,0.0263157894736842,0.0263157894736842,0.12676056338028163,0.04341136621809137,0.16941176470588232,0.046763780974945414
0.6,Top90,0.9838290116635113,0.003970764771521998,0.9838290116635113,0.003970764771521998,0.6111450216450216,0.07658950920155705,0.1379310344827586,0.035427666683729785,0.0,0.0,0.021052631578947358,0.028827503026587677,0.09859154929577461,0.033031096900165015,0.13647058823529407,0.030678599553894795
0.7,Top10,0.9286028927273554,0.07721806374076767,0.9286028927273554,0.07721806374076767,0.6869220779220779,0.0898531834317258,0.5241379310344827,0.1960098735383191,0.5111111111111111,0.2788866755113585,0.5684210526315789,0.16705863419056716,0.5154929577464789,0.20762111280609377,0.5294117647058824,0.19420675316728447
0.7,Top100,0.9913968488544794,0.0036238907972931523,0.9913968488544794,0.0036238907972931523,0.654530303030303,0.06669138150838429,0.20689655172413784,0.08045977011494253,0.06666666666666667,0.06085806194501846,0.1052631578947368,0.06446025638903098,0.1690140845070422,0.0764984541633818,0.20705882352941174,0.07651582372474874
0.7,Top120,0.9927364619578896,0.0034495334161952986,0.9927364619578896,0.0034495334161952986,0.6698203463203464,0.07405968685631913,0.24597701149425283,0.05607499272482972,0.08888888888888888,0.09296222517045283,0.1052631578947368,0.04923233403649921,0.20281690140845066,0.05509185131157166,0.24470588235294116,0.052875776598221715
0.7,Top130,0.994375399085779,0.0036521444835577285,0.994375399085779,0.0036521444835577285,0.672487012987013,0.07593441188587517,0.23678160919540225,0.06829172771270323,0.04444444444444444,0.06085806194501846,0.1210526315789473,0.0780652472325859,0.19154929577464783,0.06798601907688545,0.2352941176470588,0.06497271186580743
0.7,Top140,0.9937175043489368,0.004462313057778652,0.9937175043489368,0.004462313057778652,0.6751536796536797,0.08046054478014736,0.21379310344827585,0.05894658117222109,0.06666666666666667,0.06085806194501846,0.08421052631578944,0.08196006053893386,0.1661971830985915,0.0671049535187132,0.2117647058823529,0.05703152773430977
0.7,Top15,0.8524665371994133,0.08370706283228789,0.8524665371994133,0.08370706283228789,0.6346125541125541,0.10625441266520715,0.3563218390804598,0.19370459248681282,0.4444444444444445,0.28327886186626583,0.38421052631578945,0.24375865635598765,0.3436619718309859,0.21046797028189457,0.36235294117647054,0.19374295388460144
0.7,Top20,0.8262699348023735,0.027325611851871868,0.8262699348023735,0.027325611851871868,0.5934935064935065,0.05949869127636973,0.24137931034482757,0.11262021805899672,0.28888888888888886,0.16850834320114555,0.23684210526315788,0.13157894736842107,0.21971830985915491,0.13046237945813421,0.24705882352941172,0.1152701055427378
0.7,Top25,0.8504329895561856,0.02256840449742129,0.8504329895561856,0.02256840449742129,0.5704242424242424,0.09312284713059847,0.19999999999999998,0.09181023240329132,0.15555555555555553,0.09938079899999065,0.14736842105263154,0.08846177007353483,0.1746478873239436,0.1111695056939218,0.20470588235294115,0.09397047316572169
0.7,Top30,0.8695166892795824,0.02282277518311143,0.8695166892795824,0.02282277518311143,0.5833051948051948,0.08284354419500548,0.19770114942528733,0.06622924271672617,0.11111111111111112,0.0,0.12105263157894733,0.047805005591013014,0.1690140845070422,0.0839181358296689,0.19999999999999998,0.0700963252224293
0.7,Top40,0.8935594430036403,0.029026895629433377,0.8935594430036403,0.029026895629433377,0.5774718614718615,0.07568531866388933,0.13563218390804596,0.042544265570854625,0.08888888888888888,0.04969039949999532,0.05789473684210524,0.02201736911931777,0.1014084507042253,0.0438659478940773,0.13882352941176465,0.04354530711369824
0.7,Top50,0.9296096594496313,0.06575254615507785,0.9296096594496313,0.06575254615507785,0.5957510822510823,0.13021922498439628,0.2114942528735632,0.13320445614545415,0.11111111111111112,0.1111111111111111,0.09473684210526313,0.1125749980853023,0.18028169014084502,0.12132312939356638,0.2117647058823529,0.12994542373161483
0.7,Top60,0.9451983583108088,0.04149306663886363,0.9451983583108088,0.04149306663886363,0.6146731601731602,0.11771566874837867,0.23218390804597702,0.13190875910753816,0.13333333333333333,0.18257418583505536,0.09999999999999998,0.1409799498524092,0.18591549295774645,0.1363362821445641,0.2329411764705882,0.12925123733620958
0.7,Top70,0.9814663409543881,0.014086088372406092,0.9814663409543881,0.014086088372406092,0.6402207792207792,0.0855244799296019,0.22988505747126436,0.09302536813930258,0.11111111111111112,0.0,0.07368421052631575,0.03903262361629294,0.18309859154929573,0.07385977804015152,0.23058823529411762,0.0890550158483556
0.7,Top80,0.9901148918251022,0.002272098983782263,0.9901148918251022,0.002272098983782263,0.6646255411255411,0.07007205927161175,0.2781609195402298,0.04626347539654739,0.13333333333333333,0.04969039949999532,0.11052631578947363,0.057051272075470505,0.23380281690140842,0.03391998472899242,0.27999999999999997,0.041092351050759965
0.7,Top90,0.99042167393859,0.0027590365528351096,0.99042167393859,0.0027590365528351096,0.654530303030303,0.06994415495194224,0.2574712643678161,0.02885034574255433,0.11111111111111112,0.07856742013183861,0.09473684210526312,0.063376813572591,0.21408450704225346,0.025195132140842715,0.2588235294117646,0.023529411764705885
0.8,Top10,0.9701452731650118,0.02554296014699652,0.9701452731650118,0.02554296014699652,0.7424978354978355,0.09099453519130013,0.6528735632183909,0.15852070812008556,0.711111111111111,0.2304049039258635,0.6842105263157895,0.1275705225635876,0.6619718309859154,0.16515548450082504,0.6611764705882353,0.15594338427886584
0.8,Top100,0.9973535370221598,0.001493847764266768,0.9973535370221598,0.001493847764266768,0.7032770562770563,0.07301231504657614,0.3471264367816092,0.07727694856998443,0.2,0.09296222517045286,0.18421052631578944,0.07672305124796447,0.2985915492957746,0.07867177489447293,0.34823529411764703,0.07514691493021793
0.8,Top120,0.9970218620636192,0.0021708337607686677,0.9970218620636192,0.0021708337607686677,0.7027056277056277,0.07838457621845629,0.3747126436781609,0.0653253896017601,0.22222222222222224,0.07856742013183861,0.19999999999999993,0.08846177007353478,0.3352112676056337,0.06171521774706097,0.3764705882352941,0.060562530241100046
0.8,Top130,0.9970218620636192,0.0021708337607686677,0.9970218620636192,0.0021708337607686677,0.7010844155844156,0.06120885121870635,0.3747126436781609,0.07159729426389627,0.37777777777777777,0.14907119849998596,0.24736842105263154,0.11410254415094107,0.33239436619718304,0.07492640044095995,0.37411764705882355,0.07078404214819448
