threshold,topN,train_TP,train_TP_std,val_TP,val_TP_std,test_TP,test_TP_std,ext_TP,ext_TP_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
0.9,Top130,2152.4,8.619744775803973,2152.4,8.619744775803973,255.0,4.63680924774785,340.2,3.0331501776206253,0.0,0.0,22.0,0.0,138.8,3.033150177620618,277.6,2.9664793948382635
0.85,Top80,2153.6,8.502940667792545,2153.6,8.502940667792545,256.6,4.037325847637274,339.4,2.073644135332767,0.0,0.0,22.0,0.0,137.4,2.073644135332775,276.4,2.073644135332767
0.9,Top50,2155.6,12.621410380777592,2155.6,12.621410380777592,255.6,4.774934554525328,339.0,4.898979485566357,0.0,0.0,21.6,0.547722557505166,137.0,4.0,276.0,4.0
0.7,Top10,2155.0,11.916375287813002,2155.0,11.916375287813002,261.2,2.2803508501982765,338.6,12.66096362841312,0.6,0.8944271909999159,20.0,3.3166247903554,137.0,11.357816691600547,275.6,11.844830095868826
0.9,Top30,2155.2,6.906518659932814,2155.2,6.906518659932814,255.0,5.431390245600106,338.6,5.029910535983721,0.0,0.0,21.8,0.4472135954999576,136.0,4.743416490252569,275.0,4.743416490252569
0.9,Top90,2153.2,8.105553651663804,2153.2,8.105553651663804,254.0,4.358898943540675,337.8,2.7748873851023235,0.0,0.0,22.0,0.0,136.2,2.588435821108953,274.8,2.7748873851023235
0.9,Top20,2144.0,6.964194138592082,2144.0,6.964194138592082,252.6,6.066300355241238,337.6,8.414273587185058,0.0,0.0,20.0,1.8708286933869709,135.6,7.765307463326872,274.4,8.08084154033477
0.9,Top70,2153.0,10.295630140986992,2153.0,10.295630140986992,254.0,4.58257569495584,337.0,3.5355339059327324,0.0,0.0,21.8,0.4472135954999576,135.2,3.492849839314595,274.2,3.492849839314595
0.95,Top140,2146.6,7.569676347110233,2146.6,7.569676347110233,251.6,3.3615472627943204,335.4,4.037325847637269,0.0,0.0,21.2,0.4472135954999581,135.2,3.4205262752974117,273.0,4.183300132670378
0.95,Top130,2145.6,9.710818709048173,2145.6,9.710818709048173,251.4,3.8470768123342696,335.2,3.492849839314595,0.0,0.0,21.4,0.5477225575051664,135.2,3.193743884534263,272.8,3.5637059362410937
0.95,Top120,2147.0,8.860022573334684,2147.0,8.860022573334684,251.6,3.4351128074635318,333.8,3.1144823004794846,0.0,0.0,21.4,0.5477225575051664,133.6,2.7018512172212588,271.4,3.2093613071762364
0.8,Top10,2151.2,13.25518766370365,2151.2,13.25518766370365,257.4,3.646916505762087,333.0,15.016657417681207,0.4,0.5477225575051661,19.2,3.5637059362410923,131.8,13.6088206689632,270.2,14.131525041551606
0.95,Top100,2147.8,8.642916174532736,2147.8,8.642916174532736,250.4,3.2863353450309982,333.0,4.847679857416322,0.0,0.0,21.6,0.5477225575051664,133.0,4.301162633521313,270.4,4.722287581247044
0.9,Top15,2138.2,9.833615815151637,2138.2,9.833615815151637,251.0,5.4313902456001095,332.6,12.012493496356198,0.0,0.0,18.0,1.414213562373095,131.0,10.88577052853862,269.6,11.39298029490089
0.9,Top80,2151.8,7.014271166700046,2151.8,7.014271166700046,253.6,4.979959839195491,332.4,1.9493588689617969,0.0,0.0,21.6,0.547722557505166,131.0,2.3452078799117166,269.6,2.0736441353327715
0.85,Top10,2144.2,9.7313925005623,2144.2,9.7313925005623,255.2,4.604345773288532,328.8,13.98928161129084,0.2,0.4472135954999579,17.8,3.03315017762062,127.8,12.87245120402482,266.2,13.367871932360815
0.95,Top90,2147.8,5.8051701094799615,2147.8,5.8051701094799615,250.4,5.549774770204645,323.8,7.429670248402692,0.0,0.0,19.6,2.3021728866442674,123.8,6.870225614927065,261.2,7.362064927722383
0.95,Top50,2142.8,5.718391382198298,2142.8,5.718391382198298,249.8,5.403702434442521,320.8,5.263078946776311,0.0,0.0,19.4,1.1401754250991378,120.6,4.159326868617084,258.4,4.878524367060188
0.95,Top60,2140.2,6.760177512462236,2140.2,6.760177512462236,248.6,8.532291603080616,320.2,6.496152707564681,0.0,0.0,19.2,1.6431676725154984,119.8,6.220932405998316,257.4,6.503845016603635
0.9,Top10,2133.0,8.09320702811929,2133.0,8.09320702811929,249.6,4.929503017546495,318.6,14.415269681833916,0.0,0.0,14.6,2.701851217221259,118.0,12.884098726725126,256.0,13.711309200802086
0.95,Top40,2135.8,9.093954035511691,2135.8,9.093954035511691,248.4,4.72228758124704,318.6,6.730527468185535,0.0,0.0,19.6,0.8944271909999164,117.8,5.890670590009257,255.8,6.496152707564686
0.95,Top80,2145.4,8.988882021697677,2145.4,8.988882021697677,249.2,4.324349662087927,316.8,3.1144823004794877,0.0,0.0,19.6,1.3416407864998738,117.0,2.345207879911713,254.4,2.6076809620810595
0.95,Top70,2140.8,4.764451699828673,2140.8,4.764451699828673,247.8,7.3959448348402415,315.6,9.099450532861868,0.0,0.0,18.8,2.1679483388678804,116.0,9.433981132056603,253.2,9.41806774237688
0.95,Top25,2126.8,7.661592523751188,2126.8,7.661592523751188,246.2,5.403702434442514,312.2,11.903780911962382,0.0,0.0,16.8,1.643167672515499,111.0,11.532562594670797,249.8,11.691877522451218
0.95,Top30,2125.6,10.31018913502562,2125.6,10.31018913502562,246.2,5.167204273105522,309.0,9.137833441248532,0.0,0.0,16.6,0.5477225575051665,108.6,8.294576541331088,246.4,9.01665126307988
0.95,Top20,2096.0,10.024968827881732,2096.0,10.024968827881732,242.4,5.727128425310543,303.6,11.058933040759404,0.0,0.0,15.6,1.3416407864998738,102.6,10.526157893552613,241.2,10.894952959971878
0.95,Top15,2082.6,18.036074961032966,2082.6,18.036074961032966,240.2,4.549725266430928,302.2,9.418067742376882,0.0,0.0,13.8,1.095445115010332,103.0,9.72111104761179,240.4,10.237187113655782
0.95,Top10,2082.4,19.359752064528134,2082.4,19.359752064528134,238.8,7.085195833567344,289.8,6.760177512462231,0.0,0.0,11.8,1.6431676725154984,94.4,8.173126696681022,228.2,7.155417527999324
